id,name,text,genres,cast_names,year
3805,Saw II,Title: Saw II. Movie: Saw II. Saw II. Release year: 2005. Genres: Horror. This is a Horror story. Overview: A detective and his team must rescue eight people trapped in a factory by a man known as Jigsaw.,['Horror'],[],2005
3806,10 Cloverfield Lane,"Title: 10 Cloverfield Lane. Movie: 10 Cloverfield Lane. 10 Cloverfield Lane. Release year: 2016. Genres: Thriller, Science Fiction, Drama. This is a Thriller, Science Fiction, Drama story. Overview: A young woman is held in an underground bunker by a man who insists that a hostile event has left the surface of the Earth uninhabitable.","['Thriller', 'Science Fiction', 'Drama']",[],2016
3807,Jackass: The Movie,"Title: Jackass: The Movie. Movie: Jackass: The Movie. Jackass: The Movie. Release year: 2002. Genres: Documentary, Comedy. This is a Documentary, Comedy story. Overview: Johnny Knoxville and his crazy friends appear on the big screen for the very first time in Jackass: The Movie. They wander around Japan in panda outfits, wreak havoc on a once civilized golf course, they even do stunts involving LIVE alligators, and so on. While Johnny Knoxvile and his pals put their life at risk, they are entertaining people at the same time. Get ready for Jackass: The Movie!!","['Documentary', 'Comedy']",[],2002
3808,Lights Out,"Title: Lights Out. Movie: Lights Out. Lights Out. Release year: 2016. Genres: Horror, Thriller. This is a Horror, Thriller story. Overview: A supernatural entity reemerges to terrorize a family when the lights go out at night.","['Horror', 'Thriller']",[],2016
3809,Paranormal Activity 3,"Title: Paranormal Activity 3. Movie: Paranormal Activity 3. Paranormal Activity 3. Release year: 2011. Genres: Horror. This is a Horror story. Overview: In 1988, evil begins to terrorize young sisters Katie and Kristi for the first time when an invisible entity resides in their home.",['Horror'],[],2011
3810,Ouija,Title: Ouija. Movie: Ouija. Ouija. Release year: 2014. Genres: Horror. This is a Horror story. Overview: Terror awaits five friends who unwittingly awaken a dark power by using an antique Ouija board.,['Horror'],[],2014
3811,A Nightmare on Elm Street 3: Dream Warriors,"Title: A Nightmare on Elm Street 3: Dream Warriors. Movie: A Nightmare on Elm Street 3: Dream Warriors. A Nightmare on Elm Street 3: Dream Warriors. Release year: 1987. Genres: Horror, Thriller. This is a Horror, Thriller story. Overview: It's been many years since Freddy Krueger's first victim, Nancy, came face-to-face with Freddy and his sadistic, evil ways. Now, Nancy's all grown up; she's put her frightening nightmares behind her and is helping teens cope with their dreams. Too bad Freddy's decided to herald his return by invading the kids' dreams and scaring them into committing suicide.","['Horror', 'Thriller']",[],1987
3812,Instructions Not Included,"Title: Instructions Not Included. Movie: Instructions Not Included. Instructions Not Included. Release year: 2013. Genres: Comedy, Drama. This is a Comedy, Drama story. Overview: Valentin is Acapulco's resident playboy, until a former fling leaves a baby on his doorstep and him heading with her out of Mexico.","['Comedy', 'Drama']",[],2013
3813,Paranormal Activity 4,"Title: Paranormal Activity 4. Movie: Paranormal Activity 4. Paranormal Activity 4. Release year: 2012. Genres: Horror. This is a Horror story. Overview: It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.",['Horror'],[],2012
3814,The Robe,"Title: The Robe. Movie: The Robe. The Robe. Release year: 1953. Genres: Drama. This is a Drama story. Overview: Marcellus is a tribune in the time of Christ. He is in charge of the group that is assigned to crucify Jesus. Drunk, he wins Jesus' homespun robe after the crucifixion. He is tormented by nightmares and delusions after the event. Hoping to find a way to live with what he has done, and still not believing in Jesus, he returns to Palestine to try and learn what he can of the man he killed.",['Drama'],[],1953
3815,The Return of the Pink Panther,Title: The Return of the Pink Panther. Movie: The Return of the Pink Panther. The Return of the Pink Panther. Release year: 1975. Genres: Comedy. This is a Comedy story. Overview: The famous Pink Panther jewel has once again been stolen and Inspector Clouseau is called in to catch the thief. The Inspector is convinced that 'The Phantom' has returned and utilises all of his resources – himself and his Asian manservant – to reveal the identity of 'The Phantom'.,['Comedy'],[],1975
3816,Freddy's Dead: The Final Nightmare,"Title: Freddy's Dead: The Final Nightmare. Movie: Freddy's Dead: The Final Nightmare. Freddy's Dead: The Final Nightmare. Release year: 1991. Genres: Horror, Thriller, Comedy. This is a Horror, Thriller, Comedy story. Overview: Just when you thought it was safe to sleep, Freddy Krueger returns in this sixth installment of the Nightmare on Elm Street films, as psychologist Maggie Burroughs, tormented by recurring nightmares, meets a patient with the same horrific dreams. Their quest for answers leads to a certain house on Elm Street -- where the nightmares become reality.","['Horror', 'Thriller', 'Comedy']",[],1991
3817,Monster,"Title: Monster. Movie: Monster. Monster. Release year: 2003. Genres: Crime, Drama. This is a Crime, Drama story. Overview: Aileen Wuornos is an emotionally scarred highway hooker who shoots a sadistic trick who rapes her and ultimately becomes America's first female serial killer.","['Crime', 'Drama']",[],2003
3818,"20,000 Leagues Under the Sea","Title: 20,000 Leagues Under the Sea. Movie: 20,000 Leagues Under the Sea. 20,000 Leagues Under the Sea. Release year: 1954. Genres: Adventure, Drama, Science Fiction. This is a Adventure, Drama, Science Fiction story. Overview: A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.","['Adventure', 'Drama', 'Science Fiction']",[],1954
3819,Paranormal Activity: The Marked Ones,"Title: Paranormal Activity: The Marked Ones. Movie: Paranormal Activity: The Marked Ones. Paranormal Activity: The Marked Ones. Release year: 2014. Genres: Horror, Thriller. This is a Horror, Thriller story. Overview: Seventeen-year-old Jesse has been hearing terrifying sounds coming from his neighbor’s apartment, but when he turns on his camera and sets out to uncover their source, he encounters an ancient evil that won’t rest until it’s claimed his very soul.","['Horror', 'Thriller']",[],2014
3820,The Elephant Man,"Title: The Elephant Man. Movie: The Elephant Man. The Elephant Man. Release year: 1980. Genres: Drama, History. This is a Drama, History story. Overview: A Victorian surgeon rescues a heavily-disfigured and mistreated young man working as a sideshow freak, who gradually reveals his capacity for kindness, intelligence and sophistication.","['Drama', 'History']",[],1980
3821,Dallas Buyers Club,"Title: Dallas Buyers Club. Movie: Dallas Buyers Club. Dallas Buyers Club. Release year: 2013. Genres: Drama, History. This is a Drama, History story. Overview: In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.","['Drama', 'History']",[],2013
3822,The Lazarus Effect,"Title: The Lazarus Effect. Movie: The Lazarus Effect. The Lazarus Effect. Release year: 2015. Genres: Thriller, Horror. This is a Thriller, Horror story. Overview: Medical researcher Frank, his fiancee Zoe and their team have achieved the impossible: they have found a way to revive the dead. After a successful, but unsanctioned, experiment on a lifeless animal, they are ready to make their work public. However, when their dean learns what they've done, he shuts them down. Zoe is killed during an attempt to recreate the experiment, leading Frank to test the process on her. Zoe is revived -- but something evil is within her.","['Thriller', 'Horror']",[],2015
3823,Memento,"Title: Memento. Movie: Memento. Memento. Release year: 2000. Genres: Mystery, Thriller. This is a Mystery, Thriller story. Overview: A former insurance investigator who now suffers from anterograde amnesia uses notes and tattoos to hunt down his wife's murderer.","['Mystery', 'Thriller']",[],2000
3824,Oculus,"Title: Oculus. Movie: Oculus. Oculus. Release year: 2013. Genres: Horror. This is a Horror story. Overview: A recently released inmate from a mental asylum learns from his sister that the murder he was convicted of committing were actually orchestrated by a supernatural entity, the Lasser Glass mirror.",['Horror'],[],2013
3825,Clerks II,"Title: Clerks II. Movie: Clerks II. Clerks II. Release year: 2006. Genres: Comedy. This is a Comedy story. Overview: A calamity at Dante and Randall's shops sends them looking for new horizons - but they ultimately settle at Mooby's, a fictional Disney-McDonald's-style fast-food empire.",['Comedy'],[],2006
3826,Billy Elliot,"Title: Billy Elliot. Movie: Billy Elliot. Billy Elliot. Release year: 2000. Genres: Drama, Comedy, Music. This is a Drama, Comedy, Music story. Overview: Set against the background of the 1984 Miner's Strike, Billy Elliot is an 11 year old boy who stumbles out of the boxing ring and onto the ballet floor. He faces many trials and triumphs as he strives to conquer his family's set ways, inner conflict, and standing on his toes!","['Drama', 'Comedy', 'Music']",[],2000
3827,The Way Way Back,"Title: The Way Way Back. Movie: The Way Way Back. The Way Way Back. Release year: 2013. Genres: Comedy, Drama. This is a Comedy, Drama story. Overview: Shy 14-year-old Duncan goes on summer vacation with his mother, her overbearing boyfriend, and her boyfriend's daughter. Having a rough time fitting in, Duncan finds an unexpected friend in Owen, manager of the Water Wizz water park.","['Comedy', 'Drama']",[],2013
3828,House Party 2,Title: House Party 2. Movie: House Party 2. House Party 2. Release year: 1991. Genres: Comedy. This is a Comedy story. Overview: Kid'N'Play leave their neighborhood and enter the world of adulthood and higher education. Play attempts to get rich quick in the music business while Kid faces the challenges of college.,['Comedy'],[],1991
3829,The Man from Snowy River,"Title: The Man from Snowy River. Movie: The Man from Snowy River. The Man from Snowy River. Release year: 1982. Genres: Family, Drama, Action, Western, Romance. This is a Family, Drama, Action, Western, Romance story. Overview: Jim Craig has lived his first 18 years in the mountains of Australia on his father's farm. The death of his father forces him to go to the low lands to earn enough money to get the farm back on its feet. Kirk Douglas plays two roles as twin brothers who haven't spoken for years, one of whom was Jim's father's best friend and the other of whom is the father of the girl he wants to marry.","['Family', 'Drama', 'Action', 'Western', 'Romance']",[],1982
3830,Doug's 1st Movie,"Title: Doug's 1st Movie. Movie: Doug's 1st Movie. Doug's 1st Movie. Release year: 1999. Genres: Animation, Family, Comedy. This is a Animation, Family, Comedy story. Overview: Doug and his pal Skeeter set's out to find the monster of Lucky Duck Lake. Though things get really out of hand when some one blurts out that the monster is real.","['Animation', 'Family', 'Comedy']",[],1999
3831,The Apostle,"Title: The Apostle. Movie: The Apostle. The Apostle. Release year: 1997. Genres: Drama. This is a Drama story. Overview: After his happy life spins out of control, a preacher from Texas changes his name, goes to Louisiana and starts preaching on the radio.",['Drama'],[],1997
3832,Mommie Dearest,"Title: Mommie Dearest. Movie: Mommie Dearest. Mommie Dearest. Release year: 1981. Genres: Drama. This is a Drama story. Overview: In this biographical film, glamorous yet lonely star Joan Crawford takes in two orphans, and at first their unconventional family seems happy. But after Joan's attempts at romantic fulfillment go sour and she is fired from her contract with MGM studios, her callous and abusive behavior towards her daughter Christina becomes even more pronounced. Christina leaves home and takes her first acting role, only to find her mother's presence still overshadowing her.",['Drama'],[],1981
3833,Our Idiot Brother,"Title: Our Idiot Brother. Movie: Our Idiot Brother. Our Idiot Brother. Release year: 2011. Genres: Comedy, Drama. This is a Comedy, Drama story. Overview: Everybody has the sibling who is always just a little bit behind the curve when it comes to getting his life together. For sisters Liz, Miranda and Natalie, that person is their perennially upbeat brother Ned, an erstwhile organic farmer whose willingness to rely on the honesty of mankind is a less-than-optimum strategy for a tidy, trouble-free existence. Ned may be utterly lacking in common sense, but he is their brother and so, after his girlfriend dumps him and boots him off the farm, his sisters once again come to his rescue. As Liz, Miranda and Natalie each take a turn at housing Ned, their brother's unfailing commitment to honesty creates more than a few messes in their comfortable routines. But as each of their lives begins to unravel, Ned's family comes to realize that maybe, in believing and trusting the people around him, Ned isn't such an idiot after all.","['Comedy', 'Drama']",[],2011
3834,Race,"Title: Race. Movie: Race. Race. Release year: 2016. Genres: Action, Drama. This is a Action, Drama story. Overview: Based on the incredible true story of Jesse Owens, the legendary athletic superstar whose quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy. Starring Stephan James, Jason Sudeikis, Jeremy Irons, Carice Van Houten and William Hurt - Race is an enthralling film about courage, determination, tolerance, and friendship, and an inspiring drama about one man's fight to become an Olympic legend.","['Action', 'Drama']",[],2016
3835,The Players Club,"Title: The Players Club. Movie: The Players Club. The Players Club. Release year: 1998. Genres: Drama. This is a Drama story. Overview: Young single mother Diana struggles to provide for her child and pay for her college education. She ends up working at a shoe store, but meets two strippers from at a nearby gentlemen's club who convince her there's fast money to be made stripping. At the Players Club, however, Diana faces danger and heartbreak.",['Drama'],[],1998
3836,"As Above, So Below","Title: As Above, So Below. Movie: As Above, So Below. As Above, So Below. Release year: 2014. Genres: Horror, Thriller. This is a Horror, Thriller story. Overview: When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.","['Horror', 'Thriller']",[],2014
3837,Addicted,"Title: Addicted. Movie: Addicted. Addicted. Release year: 2014. Genres: Drama, Thriller. This is a Drama, Thriller story. Overview: A gallerist risks her family and flourishing career when she enters into an affair with a talented painter and slowly loses control of her life.","['Drama', 'Thriller']",[],2014
3838,Eve's Bayou,"Title: Eve's Bayou. Movie: Eve's Bayou. Eve's Bayou. Release year: 1997. Genres: Drama. This is a Drama story. Overview: The story is set in 1962 Louisiana. The big Batiste family is headed by charming doctor Louis. Though he is married to beautiful Roz, he has a weakness for attractive women patients. One day Louis is flirting with married and sexy Metty Mereaux, not knowing that he is observed by his youngest idealistic daughter Eve, who is there by accident. Eve can not forget the incident which is traumatic for her naivete and shares a secret with older sister Cisely. Lies start to roll...",['Drama'],[],1997
3839,Still Alice,Title: Still Alice. Movie: Still Alice. Still Alice. Release year: 2014. Genres: Drama. This is a Drama story. Overview: A linguistics professor and her family find their bonds tested when she is diagnosed with Alzheimer's Disease.,['Drama'],[],2014
3840,The Egyptian,"Title: The Egyptian. Movie: The Egyptian. The Egyptian. Release year: 1954. Genres: History, Drama. This is a History, Drama story. Overview: In eighteenth-dynasty Egypt, Sinuhe, a poor orphan, becomes a brilliant physician and with his friend Horemheb is appointed to the service of the new Pharoah. Sinuhe's personal triumphs and tragedies are played against the larger canvas of the turbulent events of the 18th dynasty. As Sinuhe is drawn into court intrigues he learns the answers to the questions he has sought since his birth.","['History', 'Drama']",[],1954
3841,Nighthawks,"Title: Nighthawks. Movie: Nighthawks. Nighthawks. Release year: 1981. Genres: Action, Crime, Thriller. This is a Action, Crime, Thriller story. Overview: An international terrorist has New York in a grip of panic and it's up to Det. Sgt. Deke DaSilva to take him down.","['Action', 'Crime', 'Thriller']",[],1981
3842,Friday the 13th Part VIII: Jason Takes Manhattan,"Title: Friday the 13th Part VIII: Jason Takes Manhattan. Movie: Friday the 13th Part VIII: Jason Takes Manhattan. Friday the 13th Part VIII: Jason Takes Manhattan. Release year: 1989. Genres: Horror, Thriller. This is a Horror, Thriller story. Overview: The Big Apple's in big trouble, as indestructible psycho-fiend Jason Vorhees hits the road to New York City. After a shocking return from beyond the grave, the diabolical Jason ships out abroad a teen-filled ""love boat"" bound for New York, which he soon transforms into the ultimate voyage of the damned. Then one of his terrified victims escapes into the nightmarish maze of Manhattan's subways and sewers, only to confront Jason one final time.","['Horror', 'Thriller']",[],1989
3843,My Big Fat Greek Wedding,"Title: My Big Fat Greek Wedding. Movie: My Big Fat Greek Wedding. My Big Fat Greek Wedding. Release year: 2002. Genres: Comedy, Drama, Romance. This is a Comedy, Drama, Romance story. Overview: A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.","['Comedy', 'Drama', 'Romance']",[],2002
3844,Spring Breakers,"Title: Spring Breakers. Movie: Spring Breakers. Spring Breakers. Release year: 2013. Genres: Drama, Crime. This is a Drama, Crime story. Overview: After four college girls rob a restaurant to fund their spring break in Florida, they get entangled with a weird dude with his own criminal agenda.","['Drama', 'Crime']",[],2013
3845,Halloween: The Curse of Michael Myers,"Title: Halloween: The Curse of Michael Myers. Movie: Halloween: The Curse of Michael Myers. Halloween: The Curse of Michael Myers. Release year: 1995. Genres: Horror, Thriller. This is a Horror, Thriller story. Overview: Six years ago, Michael Myers terrorized the town of Haddonfield, Illinois. He and his niece, Jamie Lloyd, have disappeared. Jamie was kidnapped by a bunch of evil druids who protect Michael Myers. And now, six years later, Jamie has escaped after giving birth to Michael's child. She runs to Haddonfield to get Dr. Loomis to help her again.","['Horror', 'Thriller']",[],1995
3846,Y Tu Mamá También,"Title: Y Tu Mamá También. Movie: Y Tu Mamá También. Y Tu Mamá También. Release year: 2001. Genres: Drama, Romance. This is a Drama, Romance story. Overview: In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.","['Drama', 'Romance']",[],2001
3847,Shaun of the Dead,"Title: Shaun of the Dead. Movie: Shaun of the Dead. Shaun of the Dead. Release year: 2004. Genres: Horror, Comedy. This is a Horror, Comedy story. Overview: The uneventful, aimless lives of a London electronics salesman and his layabout roommate are disrupted by the zombie apocalypse.","['Horror', 'Comedy']",[],2004
3848,The Haunting of Molly Hartley,"Title: The Haunting of Molly Hartley. Movie: The Haunting of Molly Hartley. The Haunting of Molly Hartley. Release year: 2008. Genres: Drama, Horror. This is a Drama, Horror story. Overview: When teenage Molly Hartley moves to a new town, she's haunted by terrifying visions that may have to do with dark secrets from her past. Something evil lurks just beneath the lush surfaces of her private-school world, and it holds the rights to her very soul. On the eve of her 18th birthday, Molly is about to discover the truth of just who or what she is destined to become.","['Drama', 'Horror']",[],2008
3849,Lone Star,"Title: Lone Star. Movie: Lone Star. Lone Star. Release year: 1996. Genres: Drama, Mystery, Romance. This is a Drama, Mystery, Romance story. Overview: When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town.","['Drama', 'Mystery', 'Romance']",[],1996
3850,Halloween 4: The Return of Michael Myers,"Title: Halloween 4: The Return of Michael Myers. Movie: Halloween 4: The Return of Michael Myers. Halloween 4: The Return of Michael Myers. Release year: 1988. Genres: Horror, Thriller. This is a Horror, Thriller story. Overview: The legend of that creepy masked-man, Michael Myers, comes to life once again in this fourth installment of the successful horror franchise. This time, it's Michael's niece, Jamie, who can't seem to escape her crazy uncle. With Michael on the loose, Jamie enlists the help of good old Dr. Loomis to stop the murderer. This time, though, there seems to be no end to Michael's madness.","['Horror', 'Thriller']",[],1988
3851,April Fool's Day,"Title: April Fool's Day. Movie: April Fool's Day. April Fool's Day. Release year: 1986. Genres: Horror, Mystery. This is a Horror, Mystery story. Overview: A group of eight college friends gather together at an island mansion belonging to heiress Muffy St. John to celebrate their final year of school. They soon discover that each has a hidden secret from their past which is revealed, and soon after, they turn up dead.","['Horror', 'Mystery']",[],1986
3852,Diner,"Title: Diner. Movie: Diner. Diner. Release year: 1982. Genres: Comedy, Drama. This is a Comedy, Drama story. Overview: Set in 1959, Diner shows how five young men resist their adulthood and seek refuge in their beloved Diner. The mundane, childish, and titillating details of their lives are shared. But the golden moments pass, and the men shoulder their responsibilities, leaving the Diner behind.","['Comedy', 'Drama']",[],1982
3853,Lone Wolf McQuade,"Title: Lone Wolf McQuade. Movie: Lone Wolf McQuade. Lone Wolf McQuade. Release year: 1983. Genres: Action, Crime, Drama, Romance, Thriller, Western. This is a Action, Crime, Drama, Romance, Thriller, Western story. Overview: The archetypical renegade Texas Ranger wages war against a drug kingpin with automatic weapons, his wits and martial arts after a gun battle leaves his partner dead. All of this inevitably culminates a martial arts showdown between the drug lord and the ranger, and involving the woman they both love.","['Action', 'Crime', 'Drama', 'Romance', 'Thriller', 'Western']",[],1983
3854,Apollo 18,"Title: Apollo 18. Movie: Apollo 18. Apollo 18. Release year: 2011. Genres: Horror, Thriller, Science Fiction. This is a Horror, Thriller, Science Fiction story. Overview: Officially, Apollo 17 was the last manned mission to the moon. But a year later in 1973, three American astronauts were sent on a secret mission to the moon funded by the US Department of Defense. What you are about to see is the actual footage which the astronauts captured on that mission. While NASA denies it's authenticity, others say it's the real reason we've never gone back to the moon.","['Horror', 'Thriller', 'Science Fiction']",[],2011
3855,Sunshine Cleaning,"Title: Sunshine Cleaning. Movie: Sunshine Cleaning. Sunshine Cleaning. Release year: 2008. Genres: Comedy, Drama. This is a Comedy, Drama story. Overview: A single mother and her slacker sister find an unexpected way to turn their lives around in the off-beat dramatic comedy. In order to raise the tuition to send her young son to private school the mom starts an unusual business – a biohazard removal/crime scene clean-up service.","['Comedy', 'Drama']",[],2008
3856,No Escape,"Title: No Escape. Movie: No Escape. No Escape. Release year: 2015. Genres: Action, Thriller. This is a Action, Thriller story. Overview: In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape from an environment where foreigners are being immediately executed.","['Action', 'Thriller']",[],2015
3857,The Beastmaster,"Title: The Beastmaster. Movie: The Beastmaster. The Beastmaster. Release year: 1982. Genres: Action, Fantasy. This is a Action, Fantasy story. Overview: Dar, is the son of a king, who is hunted by a priest after his birth and grows up in another family. When he becomes a grown man his new father is murdered by savages and he discovers that he has the ability to communicate with the animals, which leads him on his quest for revenge against his father's killers.","['Action', 'Fantasy']",[],1982
3858,Solomon and Sheba,"Title: Solomon and Sheba. Movie: Solomon and Sheba. Solomon and Sheba. Release year: 1959. Genres: Drama, History, Romance, War. This is a Drama, History, Romance, War story. Overview: Under the rule of King David, Israel is united and prosperous although surrounded by enemies including Egypt and its allies. The aging King David favors his younger son, Solomon, as his successor, but David's  elder son Prince Adonijah, a warrior, declares himself King. When David learns of this, he publicly announces Solomon to be his successor. Adonijah and Joab, his general, withdraw in rage. Israel prospers under King Solomon's wise and benevolent rule and is seen as a threat to more tyrannical monarchs in the region. The Pharaoh of Egypt agrees to cede a Red Sea port to the Queen of Sheba in a plot to undermine Solomon's rule. Sheba is to seduce Solomon and introduce Sheban pagan worship into Jerusalem. Meanwhile, Prince Adonijah, now banished, also conspires with Pharaoh and is given an army to defeat Solomon. The film is a highly fictionalized dramatization of events depicted in The Bible -- First Kings chapter 10 and Second Chronicles chapter 9.","['Drama', 'History', 'Romance', 'War']",[],1959
3859,Fifty Shades of Black,"Title: Fifty Shades of Black. Movie: Fifty Shades of Black. Fifty Shades of Black. Release year: 2016. Genres: Romance, Comedy. This is a Romance, Comedy story. Overview: An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.","['Romance', 'Comedy']",[],2016
3860,Not Easily Broken,"Title: Not Easily Broken. Movie: Not Easily Broken. Not Easily Broken. Release year: 2009. Genres: Drama, Romance. This is a Drama, Romance story. Overview: A car accident and shifting affections test the bond between a married couple.","['Drama', 'Romance']",[],2009
3861,A Farewell to Arms,"Title: A Farewell to Arms. Movie: A Farewell to Arms. A Farewell to Arms. Release year: 1932. Genres: Drama, Romance, War. This is a Drama, Romance, War story. Overview: British nurse Catherine Barkley (Helen Hayes) and American Lieutenant Frederic Henry (Gary Cooper) fall in love during the First World War in Italy. Eventually separated by Frederic's transfer, tremendous challenges and difficult decisions face each, as the war rages on. Academy Awards winner for Best Cinematography and for Best Sound, Recording. Nominated for Best Picture and for Best Art Direction.","['Drama', 'Romance', 'War']",[],1932
3862,The Perfect Match,"Title: The Perfect Match. Movie: The Perfect Match. The Perfect Match. Release year: 2016. Genres: Comedy, Romance. This is a Comedy, Romance story. Overview: Terrence J. stars as Charlie, a playboy who's convinced that relationships are dead. His two best friends, Donald Faison and Robert C. Riley, bet him that if he sticks to one woman for one month, he's bound to get attached. Charlie denies this until he crosses paths with the beautiful and mysterious Eva, played by singer/actress Cassie. They may agree to a casual affair, but eventually Charlie is questioning whether he may actually want more.","['Comedy', 'Romance']",[],2016
3863,Digimon: The Movie,"Title: Digimon: The Movie. Movie: Digimon: The Movie. Digimon: The Movie. Release year: 2000. Genres: Fantasy, Animation, Science Fiction, Family. This is a Fantasy, Animation, Science Fiction, Family story. Overview: The first story focused on Tai and Kari Kamiya four years before their adventure in the Digital World. It shows their first encounter with Digimon and what happened to them (as well as the other children). Tai and Kari wake one morning to find a Digi-Egg that came out of their computer the night before and the egg soon hatches, revealing a Botamon. The Digimon then evolves into Koromon and then Agumon (not the same one that became friends with Tai in the series, and yet, somehow, both Koromon and Kari remember each other), who then goes out and unintentionally destroys a good part of the neighborhood with Kari riding on his back. A second Digi-Egg appears in the sky to reveal an evil digimon, Parrotmon. Agumon then Digivolves to Greymon but isn't strong enough to beat Parrotmon and is knocked out. Tai grabs Kari's whistle and wakes up Greymon, who defeats Parrotmon and disappears with him.","['Fantasy', 'Animation', 'Science Fiction', 'Family']",[],2000
3864,Saved!,"Title: Saved!. Movie: Saved!. Saved!. Release year: 2004. Genres: Comedy, Drama. This is a Comedy, Drama story. Overview: Teenage Mary Cummings, who has ""been Born Again her whole life,"" is about to enter her senior year at American Eagle Christian High School near Baltimore with her Fundamentalist Christian friends Hilary Faye and Veronica, the three of whom have formed a girl group called the Christian Jewels. Everything seems perfect—until Mary’s ""perfect Christian boyfriend"" Dean tells her, as they’re swimming underwater, that he thinks he's gay.","['Comedy', 'Drama']",[],2004
3865,The Barbarian Invasions,"Title: The Barbarian Invasions. Movie: The Barbarian Invasions. The Barbarian Invasions. Release year: 2003. Genres: Comedy, Crime, Drama. This is a Comedy, Crime, Drama story. Overview: In this belated sequel to 'The Decline of the American Empire', 50-something Montreal college professor, Remy, learns that he is dying of liver cancer. He decides to make amends meet to his friends and family before he dies. He first tries to made peace with his ex-wife Louise, who asks their estranged son Sebastian, a successful businessman living in London, to come home. Sebastian makes the impossible happen, using his contacts and disrupting the entire Canadian system in every way possible to help his father fight his terminal illness to the bitter end, while he also tries to reunite his former friends, Pierre, Alain, Dominique, Diane, and Claude to see their old friend before he passes on.","['Comedy', 'Crime', 'Drama']",[],2003
3866,Robin and Marian,"Title: Robin and Marian. Movie: Robin and Marian. Robin and Marian. Release year: 1976. Genres: Action, Adventure, Drama, Romance. This is a Action, Adventure, Drama, Romance story. Overview: Whatever became of Robin Hood after his famed tale of good deeds ended? Now you can find out, in this sequel that takes place years after Robin and his merry men bested the Sheriff of Nottingham. After following Richard the Lionhearted to the crusades, Robin (Sean Connery) returns to Sherwood Forest to find things drastically changed. Audrey Hepburn plays the stalwart Marian … who's joined a nunnery!","['Action', 'Adventure', 'Drama', 'Romance']",[],1976
3867,The Forsaken,"Title: The Forsaken. Movie: The Forsaken. The Forsaken. Release year: 2001. Genres: Action, Adventure, Horror, Thriller. This is a Action, Adventure, Horror, Thriller story. Overview: A young man is in a race against time as he searches for a cure after becoming infected with a virus that will eventually turn him into a blood-sucking vampire.","['Action', 'Adventure', 'Horror', 'Thriller']",[],2001
3868,Force 10 from Navarone,"Title: Force 10 from Navarone. Movie: Force 10 from Navarone. Force 10 from Navarone. Release year: 1978. Genres: Action, Adventure, War, Thriller. This is a Action, Adventure, War, Thriller story. Overview: Mallory and Miller are back. The survivors of Navarone are sent on a mission along with a unit called Force 10, which is led by Colonel Barnsby. But Force 10 has a mission of their own which the boys know nothing about.","['Action', 'Adventure', 'War', 'Thriller']",[],1978
3869,UHF,Title: UHF. Movie: UHF. UHF. Release year: 1989. Genres: Comedy. This is a Comedy story. Overview: The eccentric new manager of a UHF television channel tries to save the station from financial ruin with an odd array of programming.,['Comedy'],[],1989
3870,Grandma's Boy,"Title: Grandma's Boy. Movie: Grandma's Boy. Grandma's Boy. Release year: 2006. Genres: Comedy. This is a Comedy story. Overview: Even though he's 35, Alex acts more like he's 13, spending his days as the world's oldest video game tester and his evenings developing the next big Xbox game. But he gets kicked out of his apartment and is forced to move in with his grandmother.",['Comedy'],[],2006
3871,Slums of Beverly Hills,"Title: Slums of Beverly Hills. Movie: Slums of Beverly Hills. Slums of Beverly Hills. Release year: 1998. Genres: Comedy, Drama. This is a Comedy, Drama story. Overview: In 1976, a lower-middle-class teenager struggles to cope living with her neurotic family of nomads on the outskirts of Beverly Hills.","['Comedy', 'Drama']",[],1998
3872,Once Upon a Time in the West,Title: Once Upon a Time in the West. Movie: Once Upon a Time in the West. Once Upon a Time in the West. Release year: 1968. Genres: Western. This is a Western story. Overview: A mysterious stranger with a harmonica teams up with a notorious desperado to protect a beautiful widow and her land from a ruthless assassin in the employ of a railroad tycoon.,['Western'],[],1968
3873,Made,"Title: Made. Movie: Made. Made. Release year: 2001. Genres: Action, Comedy, Thriller. This is a Action, Comedy, Thriller story. Overview: Two aspiring boxers lifelong friends get involved in a money-laundering scheme through a low-level organized crime group.","['Action', 'Comedy', 'Thriller']",[],2001
